        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Long/E          Lat/N
         1138.0         408.66         -28.93          78.49           40.2            240         6912.3   072°49.298'W    45°42.695'N
         1139.0         408.40         -28.97          78.36           40.2            240         6916.9   072°49.272'W    45°42.706'N
         1140.0         408.14         -29.01          78.25           40.3            240         6921.5   072°49.246'W    45°42.717'N
         1141.0         407.87         -29.05          78.01           40.3            240         6926.1   072°49.218'W    45°42.728'N
         1142.0         407.60         -29.08          78.36           40.3            240         6930.9   072°49.190'W    45°42.738'N
         1143.0         407.33         -29.12          78.18           40.3            240         6935.6   072°49.163'W    45°42.748'N
         1144.0         407.06         -29.16          78.17           40.2            240         6940.4   072°49.135'W    45°42.759'N
         1145.0         406.77         -29.20          77.93           40.2            240         6945.4   072°49.108'W    45°42.769'N
         1146.0         406.49         -29.25          77.90           40.2            240         6950.4   072°49.081'W    45°42.780'N
         1147.0         406.20         -29.29          78.33           40.2            240         6955.4   072°49.054'W    45°42.792'N
         1148.0         405.92         -29.33          78.16           40.2            240         6960.4   072°49.029'W    45°42.804'N
         1149.0         405.62         -29.37          78.48           40.2            240         6965.6   072°49.003'W    45°42.815'N
         1150.0         405.34         -29.40          78.49           40.2            240         6970.6   072°48.976'W    45°42.825'N
         1151.0         405.06         -29.44          78.54           40.2            240         6975.6   072°48.948'W    45°42.835'N
         1152.0         404.77         -29.48          79.03           40.2            240         6980.5   072°48.921'W    45°42.845'N
         1153.0         404.49         -29.52          78.75           40.1            240         6985.5   072°48.893'W    45°42.856'N
         1154.0         404.22         -29.55          78.72           40.1            240         6990.3   072°48.866'W    45°42.866'N
         1155.0         403.94         -29.59          78.17           40.1            240         6995.3   072°48.839'W    45°42.878'N
