*** COMPREHENSIVE AEROLOGICAL REFERENCE DATASET (CARDS) STATION HISTORY *** 

NUMBER = STATION NUMBER (1ST 5 DIGITS IS WMO NUMBER)
NAME = STATION NAME 
COUNTRY = FIPS COUNTRY CODE 
LATITUDE = LATITUDE IN DEGREES & HUNDREDTHS (SOUTH = NEGATIVE)  
LONGITUDE = LONGITUDE IN DEGREES & HUNDREDTHS (WEST = NEGATIVE) 
ELEV = ELEVATION IN METERS (UNKNOWN = 9999.9)   
BEGINS = BEGINNING YEAR-MONTH FOR DIGITAL DATA  
ENDS = ENDING YEAR-MONTH FOR DIGITAL DATA (999912 = STATION STILL ACTIVE)   

NUMBER NAME                            COUNTRY    LATITUDE  LONGITUDE   ELEV    BEGINS ENDS 
545110 BEIJING                              CH    39.95000  116.31667   52.3    195101 196412   
545340 TANGSHAN                             CH    39.66700  118.11700   57.0    196006 196103   
545390 LETING                               CH    39.41700  118.90000   11.0    197301 999912   
546020 BAODING                              CH    38.83300  115.56700   19.0    197301 199002   
546620 DALIAN                               CH    38.90000  121.63333   91.5    198901 999912   
546620 DALIAN                               CH    38.90000  121.63333   92.8    197510 198812   
546620 DALIAN                               CH    38.90000  121.63333   93.5    196904 197509   
546620 DALIAN                               CH    39.01667  121.71667   62.4    195701 196903   
546620 DALIAN                               CH    38.90000  121.63333   95.6    195512 195612   
547140 TEHSIEN/TEHCHOW                      CH    37.46700  116.30000   23.0    195910 196103   
547230 ZHANCHENG                            CH    37.68300  117.80000    9.0    197606 999912   
547530 LONGKOU                              CH    37.61700  120.31700    4.0    197301 199002   
547760 CHENGSHANTOU                         CH    37.40000  122.68300   47.0    197301 999912   
548230 JINAN                                CH    36.68333  116.98333   51.6    195509 999912   
548360 YIYUAN/NANMA                         CH    36.18300  118.15000  302.0    197301 198712   
548430 WEIHSIEN                             CH    36.70000  119.11700   38.0    196006 196103   
548570 QINGDAO                              CH    36.06667  120.33333   76.0    197108 999912   
548570 QINGDAO                              CH    36.06667  120.33333   75.6    196601 197107   
548570 QINGDAO                              CH    36.05000  120.41667   30.0    196101 196512   
549060 HEZE/CAOZHOU                         CH    35.25000  115.43300   51.0    197301 198801   
552280 SHIQUANHE                            CH    32.11700   80.06700 4279.0    197301 999912   
552480 LUMARINGBO                           CH    32.30000   84.05000 4420.0    197601 999912   
552790 BAINGOIN                             CH    31.36700   90.01700 4701.0    197301 999912   
552990 NAGQU                                CH    31.48333   92.05000 4507.0    196309 999912   
552990 NAGQU                                CH    32.10000   92.26667 4366.1    195701 196308   
554720 XAINZA                               CH    30.95000   88.63300 4671.0    197601 999912   
555780 XIGAZE                               CH    29.21700   88.91700 3837.0    197301 999912   
555910 LHASA                                CH    29.66667   91.13333 3648.7    197801 999912   
555910 LHASA                                CH    29.70000   91.13333 3658.0    195901 197712   
555910 LHASA                                CH    29.71667   91.03333 3658.0    195706 195812   
555910 LHASA                                CH    29.71667   91.03333 3589.3    195701 195705   
556640 TINGRI/XEGAR                         CH    28.63300   87.08300 4302.0    199108 999912   
556640 TINGRI/XEGAR                         CH    28.58300   86.61700 4302.0    198205 199108   
556960 LHUNZE                               CH    28.41700   92.46700 3900.0    197302 999912   
557730 PAGRI                                CH    27.75000   89.16700 4301.0    197601 999912   
560040 TUOTUOHE                             CH    33.95000   92.61700 4535.0    197007 999912   
560290 YU-SHU                               CH    33.01667   97.01667 3681.2    197801 999912   
560290 YU-SHU                               CH    33.10000   96.75000 3702.6    195904 197712   
560330 MADOI/HUANGHEYAN                     CH    34.95000   98.13300 4273.0    197301 198801   
560460 DARLAG                               CH    33.80000   99.80000 3968.0    196705 999912   
560790 RUOERGAI                             CH    33.58300  102.96700 3448.0    197301 198212   
560800 HEZUO                                CH    34.96700  102.90000 2910.0    198510 999912   
560800 HEZUO                                CH    34.96700  102.90000 2917.0    196007 198510   
560960 WUDU                                 CH    33.38300  104.91700 1079.0    195710 999912   
561060 SOGXIAN                              CH    31.86700   93.76700 4024.0    198701 999912   
561060 SOGXIAN                              CH    31.86700   93.76700 4024.0    198510 198701   
561060 SOGXIAN                              CH    31.86700   93.76700 3951.0    198207 198510   
561060 SOHSIEN                              CH    31.86700   93.76700 3951.0    197308 198207   
561160 DENGQEN                              CH    31.41700   95.60000 3874.0    198207 999912   
561160 TINGCH'ING                           CH    31.41700   95.60000 3874.0    197301 198207   
561370 QAMDO                                CH    31.15000   97.16667 3306.0    197901 999912   
561370 QAMDO                                CH    31.15000   97.16667 3240.7    197801 197812   
561370 QAMDO                                CH    31.18333   96.98333 3175.4    195701 197712   
561460 GARZE                                CH    31.61667  100.00000 3393.5    198101 999912   
561460 GARZE                                CH    31.63333   99.98333 3393.5    196501 198012   
561460 GARZE                                CH    31.63333   99.98333 3325.5    195701 196412   
561720 BARKAM                               CH    31.91700  102.23300 2671.0    198207 198712   
561720 MAERHK'ANG                           CH    31.91700  102.23300 2671.0    197301 198207   
561720 MAERHK'ANG                           CH    31.91700  102.23300 2601.0    196006 196104   
561730 MATANG                               CH    31.85000  102.70000 3422.0    197601 999912   
562470 BATANG                               CH    29.96700   99.06700 2589.0    197203 999912   
562940 CHENGDU                              CH    30.66667  104.01667  506.1    198208 999912   
562940 CHENGDU                              CH    30.66667  104.01667  505.9    195705 198207   
562940 CHENGDU                              CH    30.66667  104.06667  497.9    195212 195704   
563120 NYINGCHI                             CH    29.55000   94.50000 3001.0    197301 999912   
563740 KANGDING/DARDO                       CH    30.08300  102.03300 2617.0    197301 199002   
564440 DEQEN                                CH    28.50000   98.90000 3488.0    199108 999912   
564440 DEQEN                                CH    28.50000   98.91700 3591.0    195601 199108   
564620 JIULONG/GYAISI                       CH    29.03300  101.50000 2994.0    197301 198712   
564920 YIBIN                                CH    28.81700  104.53300  342.0    195703 999912   
565330 LAWANG                               CH    27.66700   98.38300 2051.0    195903 196110   
565710 XICHANG                              CH    27.90000  102.26667 1590.9    198204 999912   
565710 XICHANG                              CH    27.90000  102.26667 1590.7    197902 198203   
565710 XICHANG                              CH    27.88333  102.30000 1590.7    196004 197901   
565710 XICHANG                              CH    27.88333  102.30000 1596.8    195511 196003   
566510 LIJING                               CH    26.86700  100.23300 2394.0    196401 999912   
566910 WEINING                              CH    26.86667  104.28333 2237.5    197205 999912   
566910 WEINING                              CH    26.86667  104.28333 2234.5    196504 197204   
566910 WEINING                              CH    26.85000  104.25000 2316.5    196101 196503   
567390 TENGCHONG                            CH    25.01667   98.50000 1654.6    198701 999912   
567390 TENGCHONG                            CH    25.01667   98.50000 1647.8    196101 198612   
567390 TENGCHONG                            CH    25.11667   98.48333 1627.5    195606 196012   
567390 TENGCHONG                            CH    25.11667   98.48333 1683.2    195501 195605   
567780 KUNMING                              CH    25.01667  102.68333 1891.4    196810 999912   
567780 KUNMING                              CH    25.03333  102.71667 1887.9    196801 196809   
567780 KUNMING                              CH    25.01667  102.68333 1891.3    195706 196712   
567780 KUNMING                              CH    25.03333  102.71667 1887.5    195701 195705   
567780 KUNMING                              CH    25.03333  102.71667 1893.3    195306 195612   
567780 KUNMING                              CH    25.03333  102.71667 1889.3    195209 195305   
567790 KANHAITZU                            CH    25.00000  102.83300 1982.0    196004 196103   
569510 LINCANG                              CH    23.90000  100.08300 1465.0    197301 198712   
569640 SIMAO                                CH    22.78333  100.96667 1302.1    198401 999912   
569640 SIMAO                                CH    22.66667  101.40000 1302.1    196004 198312   
569640 SIMAO                                CH    22.55000  101.03333 1319.0    195701 196003   
569850 MENGZI                               CH    23.38300  103.38300 1302.0    197301 999912   
569890 HEKOU                                CH    22.50000  103.95000 1340.0    195701 197907   
570060 TIANSHUI                             CH    34.58300  105.75000 1143.0    197301 198712   
